Latitud;Longitud;LCOEnet;LCOEgross;TIR;Payback;Payback_simple;BCratio;CAPEX_USD;CashFlow_USD;NPV_USD;PV_kWdc;BESS_kWh;BESS_inverter_kW;PV_inverter_kW;Load_kWh;Grid_import_kWh;Grid_export_kWh;BESS_charge_kWh;BESS_discharge_kWh;PV_generated_kWh;PV_used_kWh;PV_clipping_kWh
4,616138;-74,351443;-335,9530676;173,6757315;29,05351267;4,121489164;3,420963951;2,935215842;11670541,35;3411477,442;29550937,11;13386,65185;22223,38694;3376,079384;5376,079384;8760000;0;5170100,635;7407030,536;6876006,329;15247144,79;14461124,84;786019,9489
7,578366;-75,35205;-356,2658297;162,0113982;31,91589623;3,705166524;3,120930789;3,21739515;10912749,53;3496632,983;31337678,21;10830,13016;23877,39923;3943,214427;5943,214427;8760000;0;5694960,305;7997270,03;7422386,612;15608490,8;15029843,72;578647,0805
5,54853;-75,643868;-350,3097259;164,5814268;31,16631278;3,806027544;3,194471487;3,14332672;11074023,59;3466621,517;30813770,37;11604,79414;23144,96906;3623,683241;5623,683241;8760000;0;5639299,285;7775928,535;7217359,67;16002723,32;14957868,15;1044855,174
6,186636;-67,487095;-357,6626282;164,5048916;31,63764015;3,741990839;3,147844258;3,189887033;11083293,18;3520915,355;31460542,71;10521,84327;25214,89907;4092,147254;6092,147254;8760000;0;5739383,796;8193973,82;7603202,952;16212358,09;15090154,66;1122203,424
11,711904;-72,265906;-364,0418607;163,9406253;32,14889238;3,674873658;3,098735722;3,240440128;11044283,34;3564125,608;32021669,6;10354,9548;25419,45459;4033,832163;6033,832163;8760000;0;6534311,471;8591030,012;7974581,687;17297587,5;15910759,8;1386827,707
1,807399;-78,764073;-342,8644857;168,9300663;30,06766894;3,963943114;3,308512871;3,03497915;11371495,45;3437041,322;30158875,84;12266,09428;22936,78559;3934,336414;5934,336414;8760000;0;5252490,073;7619805,437;7077435,571;15459919,06;14554859,94;905059,1215
-1,005674;-74,014461;-345,7034086;166,9460239;30,52829848;3,896202459;3,259756388;3,080373619;11234262,73;3446350,399;30408591,77;11862,61807;23268,58594;3734,389574;5734,389574;;;;;;;;
8,512178;-77,279951;-347,8397563;166,9582544;30,65636822;3,877768236;3,246445854;3,093003251;11240574,08;3462424,627;30596508,12;11807,25205;23312,44771;3928,421254;5928,421254;8760000;0;5508896,241;7762895,111;7205468,581;15562419,87;14826322,77;736097,0943
1,253151;-70,232641;-344,9834291;169,5077135;30,13417107;3,954021649;3,301387181;3,041529828;11407865,95;3455476,539;30345261,29;12111,19843;23467,50874;3853,342199;5853,342199;8760000;0;5206163,055;7625098,521;7082797,789;15177388,11;14508463,79;668924,3227
7,02702;-71,426733;-350,6833306;164,719995;31,16368821;3,806390133;3,19473487;3,143067576;11087076,56;3470421,495;30846633,19;11401,08787;23564,42662;3751,973426;5751,973426;8760000;0;5328464,987;7661603,531;7116693,178;15445266,94;14633375,34;811891,6044
1,632464;-66,963692;-351,0118223;167,9442091;30,72629765;3,867774408;3,239222143;3,099900884;11308596,57;3491145,736;30875527,82;11423,88941;24387,01276;3997,54194;5997,54194;8760000;0;5509382,404;7921059,676;7357717,521;15464548,8;14832724,56;631824,2362
8,791865;-74,164905;-356,7547578;161,8261674;31,98501462;3,696129221;3,114314531;3,224230399;10896515,27;3498848,674;31380685,07;10801,7836;23936,62924;3802,71815;5802,71815;8760000;0;5781356,05;8025089,977;7447932,314;16078878,32;15118513,71;960364,6042
1,805173;-75,888706;-341,3443865;170,145696;29,81532741;4,0020358;3,335822734;3,010132247;11450165,57;3432486,22;30025165,63;12562,81407;22704,52596;3865,577889;5865,577889;8760000;0;5129133,453;7502045,847;6966998,626;15247698,49;14424180,67;823517,8195
4,446352;-69,795533;-347,4774998;167,2607379;30,59824095;3,886113854;3,25247411;3,087270565;11257397,85;3461179,85;30564643,49;11731,0623;23611,09528;3806,875836;5806,875836;8760000;0;5237915,553;7668725,776;7123330,321;15550946,05;14543311,01;1007635,044
5,192471;-76,950891;-329,3063557;173,84474;28,58033482;4,199239861;3,47597734;2,888760944;11697900,6;3365355,828;28966282,33;13250,92994;22335,69311;3945,692264;5945,692264;8760000;0;4911818,502;7426703,888;6898061,616;15019664,07;14200460,77;819203,2948
2,330164;-72,627304;-347,1721365;166,384239;30,69891733;3,871681413;3,242046831;3,097200043;11198223,03;3454059,616;30537783,28;11702,87219;23419,40809;3776,537712;5776,537712;8760000;0;5089416,823;7580180,396;7041093,296;15194238,03;14388503,92;805734,1073
-2,147039;-71,752186;-348,3625948;166,3667688;30,77681472;3,860586112;3,234023006;3,104884401;11198648,69;3462760,985;30642497,79;11688,77344;23421,75212;3832,697948;5832,69794;;;;;;;;
-1,320301;-69,585499;-346,3401154;169,2027836;30,25943195;3,935464958;3,288045502;3,053871236;11389142,63;3463803,228;30464597,46;12023,90676;23538,84669;3906,142999;5906,1429;;;;;;;;
4,81681;-72,281384;-351,9199432;162,2494371;31,59734397;3,7473831;3,151779086;3,18590463;10923780,39;3465909,281;30955407,5;11013,33;23628,23585;3778,694252;5778,694252;8760000;0;5135533,63;7635544,026;7092607,5;15511257,68;14438470,16;1072787,52
6,725995;-75,283192;-355,7832374;161,267172;31,99871539;3,694342957;3,113006272;3,225585401;10860692,55;3488811,65;31295228,67;10815,03955;23721,32018;3853,099407;5853,099407;8760000;0;5712051,421;7938272,189;7367575,475;16001190,61;15042748,14;958442,4786
10,977961;-74,815546;-362,4639525;161,5588854;32,39934694;3,642847711;3,075216558;3,265222918;10884457,95;3539411,857;31882874,41;10295,48021;24848,6509;3986,821741;5986,821741;8760000;0;6187877,593;8361103,72;7759444,513;17130774,09;15549536,8;1581237,293
3,866764;-67,918613;-350,4770944;167,2590836;30,7917728;3,858462669;3,232486635;3,106360123;11259315,32;3483174,593;30828492,35;11466,17666;24143,356;3868,389214;5868,389214;8760000;0;5443854,559;7862459,086;7296126,308;15511323,39;14770187,34;741136,0525
6,814387;-73,268034;-364,4907686;162,8969849;32,32830029;3,651876808;3,081852989;3,25819162;10977028,88;3561827,549;32061156,21;10146,15244;25517,52803;4104,939923;6104,939923;8760000;0;6267083,36;8463474,886;7860063,363;16369933,23;15630494,88;739438,348
9,376434;-75,76112;-353,5172979;162,5093311;31,67384462;3,737159052;3,14431708;3,19346533;10938244,4;3478734,531;31095913,22;11123,34125;23512,94166;3681,802708;5681,802708;8760000;0;5640466,356;7868479,127;7303086,083;16298938,49;14965859,4;1333079,091
2,846788;-77,247803;-328,2671417;177,2939965;28,10629005;4,280043817;3,532815866;2,842284444;11930446,93;3377036,161;28874871,51;13653,8589;22475,92443;4065,581651;6065,581651;8760000;0;5055735,758;7532943,14;6992769,422;15087142,7;14355909,48;731233,2205
0,34346;-76,91217;-336,9454775;169,0414052;29,67524226;4,023492283;3,35117163;2,996345365;11374571,93;3394207,514;29638230,97;12508,31875;22517,81882;3789,435248;5789,435248;8760000;0;4494243,382;7236677,124;6718154,56;14441087,9;13772765,95;668321,9532
10,333039;-73,181208;-360,5586479;165,94071;31,61686804;3,744768575;3,149871418;3,187834121;11182767,68;3550229,898;31715280,96;10551,69001;25527,90188;4231,828117;6231,828117;8760000;0;6289385,187;8517221,271;7910611,128;16802946,95;15655995,33;1146951,619
3,529932;-75,644069;-352,8466915;163,309966;31,49564902;3,761059347;3,16175183;3,175855704;10999484,75;3478920,972;31036925,68;11142,94898;23600,23427;3965,934882;5965,934882;8760000;0;5490992,939;7870920,272;7305364,625;15545162,63;14816548,59;728614,0409
-0,621184;-72,384213;-347,199048;166,7855126;30,64599838;3,879254519;3,247519708;3,091980491;11224944,71;3456467,001;30540150,46;11726,56585;23489,49112;3777,678993;5777,678;;;;;;;;
6,97771;-76,817485;-339,0864855;172,059121;29,41208734;4,064411107;3,380375281;2,970459416;11585347,45;3427237,062;29826557,26;12505,02646;23291,61603;4141,218493;6141,218493;8760000;0;5251074,819;7728296,206;7178228,553;15209634,84;14561142,47;648492,3658
1,865668;-69,0099;-345,7249355;170,2398139;30,08546901;3,96128276;3,306602694;3,036732414;11457251,28;3464961,575;30410485,31;12171,28373;23550,7742;3878,730042;5878,730042;8760000;0;5329846,504;7687650,869;7140806,756;15277935,74;14636690,62;641245,1264
3,125579;-73,750966;-346,1092217;166,3610766;30,63229336;3,881220532;3,248939989;3,090628825;11196404,13;3446171,417;30444287,7;11756,38072;23302,97772;3768,856018;5768,856018;8760000;0;5023437,002;7558443,945;7020405,209;15053290,75;14321475,74;731815,0115
-0,888833;-70,98893;-345,8812682;168,9821938;30,26242801;3,935023191;3,287727661;3,054166469;11372543,3;3459089,218;30424236,56;12089,75051;23360,01411;3840,55847;5840,55847;;;;;;;;
5,166895;-75,520006;-347,8291196;166,6707095;30,69822828;3,871779836;3,242117979;3,097132075;11219750,88;3460623,873;30595572,5;11769,14364;23330,48932;3866,918106;5866,918106;8760000;0;5597230,844;7810744,367;7253810,364;15717434,77;14914164,85;803269,9206
5,136393;-70,859499;-351,7417518;163,4595821;31,40542155;3,773275448;3,170651282;3,166941643;11006883,17;3471489,669;30939733,52;11058,4387;23860,10602;3870,925107;5870,925107;8760000;0;5166855,409;7684671,387;7138315,049;15699195,44;14473211,75;1225983,697
7,905725;-72,508178;-352,2364608;165,05844;31,21382882;3,799474804;3,189710388;3,148018585;11112383,83;3483822,19;30983248,86;11283,28664;23876,60631;3846,17161;5846,17161;8760000;0;5617890,677;7870748,062;7310676,118;15632011,99;14937962,62;694049,3665
5,385813;-73,363738;-345,5403729;167,5110585;30,44603795;3,908133486;3,268361556;3,072263399;11269597,87;3448087,879;30394250,9;11752,50072;23703,40054;3648,251845;5648,251845;8760000;0;5166853,55;7663579,326;7118643,56;15587554,42;14471789,32;1115765,105
1,472892;-77,58091;-327,0230562;176,598657;28,116644;4,278246685;3,531555442;2,843298865;11879240,74;3363741,822;28765439,87;14184,39716;21212,23641;3912,056738;5912,056738;8760000;737,5886525;4795048,349;7044011,058;6542633,158;14675137,59;14055688,66;619448,9282
2,119413;-74,767894;-346,4021378;164,6683228;30,88464275;3,845329789;3,222979252;3,115523495;11083767,57;3438981,981;30470053,04;11528,41744;23277,32065;3761,903035;5761,903035;8760000;0;4854500,718;7501428,396;6967452,875;15005655,59;14148476,24;857179,3547
0,699077;-75,253702;-343,3507389;166,5746316;30,4240194;3,911339159;3,270672327;3,070092806;11209039,89;3427136,309;30201647,4;11949,61056;22979,84288;3720,278574;5720,278574;8760000;0;4753678,412;7395635,875;6869457,106;14811440,71;14039857,18;771583,532
-2,890126;-69,741745;-347,2540458;168,5754303;30,40558177;3,914027438;3,272609717;3,068275306;11345676,86;3466859,124;30544988,14;11950,38281;23530,26019;3842,542156;5842,542156;;;;;;;;
6,127762;-72,334978;-326,7649497;175,3418576;28,25135789;4,254997289;3,515234242;2,856500276;11792501,36;3354684,367;28742736,44;13254,77267;22847,78708;3764,500632;5764,500632;8760000;0;4587325,291;7425001,794;6896928,669;14780357,23;13875398,42;904958,818
1,016116;-71,30221;-346,492093;168,6663515;30,34194805;3,923333261;3,279313259;3,062003166;11352608,82;3461886,047;30477965,63;11961,66748;23521,29933;3874,374899;5874,374899;8760000;0;5183208,723;7622291,504;7080244,482;15183911,03;14485255,74;698655,2888
0,609142;-69,203337;-347,1618911;168,9815028;30,34465331;3,922936764;3,279027733;3,062269794;11373195,13;3468465,672;30536882,08;11999,52456;23541,17502;3861,767746;5861,767746;8760000;0;5309067,544;7689328,498;7142352,284;15309220,22;14616043,76;693176,4633
8,313838;-75,146048;-356,8530074;161,349546;32,05638106;3,686843188;3,107511554;3,231288898;10867463,91;3497159,617;31389327,24;10762,73792;23838,78281;3896,904109;5896,904109;8760000;0;5731615,398;7979176,167;7405482,096;15947484,58;15065309,47;882175,1105
-1,74806;-73,207114;-345,3942896;168,1389125;30,34550647;3,922811737;3,278937696;3,062353882;11314861,22;3450770,423;30381401,19;12028,23571;23258,97671;3783,17573;5783,17573;;;;;;;;
2,726438;-67,566774;-349,8388094;168,0242903;30,64332241;3,879638239;3,24779693;3,091716569;11311608,59;3482855,865;30772347,84;11566,04697;24142,3893;3920,544205;5920,544205;8760000;0;5465913,342;7859297,298;7300300,474;15350780,23;14784910,17;565870,0669
10,032536;-74,213946;-358,6500839;162,6448983;31,98340283;3,696339473;3,114468507;3,224070996;10955134,71;3517497,348;31547400,8;10621,07343;24507,41531;3941,985467;5941,985467;8760000;0;6005924,999;8247118,585;7654216,99;16297747,22;15358826,59;938920,6273
5,871318;-74,64119;-359,6956327;162,0308998;32,13670025;3,676446771;3,099889544;3,239233992;10917893,09;3522026,489;31639368,84;10531,49277;24462,01846;4068,246136;6068,246136;8760000;0;5908895,98;8190540,802;7601315,373;15813706,2;15258121,41;555584,7926
7,103619;-77,762751;-335,673781;171,2829411;29,31087962;4,080364859;3,391737433;2,960508524;11522339,94;3397179,223;29526370,64;12982,09845;22206,99759;3756,262451;5756,262451;8760000;0;5138172,922;7414338,968;6882753,875;15552842,14;14429758,02;1123084,127
3,649268;-76,56805;-338,1261261;171,7862875;29,41367177;4,064162313;3,380197985;2,970615221;11551694,22;3417460,833;29742082,6;13162,61126;22033,85063;3615,169963;5615,169963;8760000;0;5257944,106;7391014,658;6860774,95;15184279,1;14548183,81;636095,2837
8,170612;-76,059797;-354,277549;163,1034164;31,62625836;3,74351236;3,148954699;3,188762159;10983633,69;3488025,311;31162786,05;11101,35546;23655,85043;3889,26907;5889,26907;8760000;0;5646457,655;7906209,135;7338103,67;15574842,02;14974563,12;600278,9018
4,270042;-73,487052;-343,9628779;168,6255761;30,18461051;3,946528836;3,296002294;3,046498967;11348607,36;3443143,041;30255492,07;12082,42572;23271,274;3833,395137;5833,395137;8760000;0;5090156,508;7581777,252;7042503,063;15150238,18;14389430,7;760807,4876
2,265132;-69,919404;-345,8822368;168,7856663;30,28386708;3,931864828;3,285454994;3,056279146;11361777,98;3458205,334;30424321,77;11955,27975;23553,4318;3917,863478;5917,863478;8760000;0;5203052,376;7639150,45;7095887,302;15171486,72;14506315,52;665171,1988
8,438134;-73,28707;-344,9866951;168,0734359;30,31787813;3,926864526;3,28185583;3,059630923;11315317,08;3447840,997;30345548,57;11938,73266;23361,41964;3951,458231;5951,458231;8760000;0;5526265,702;7762004,424;7209510,03;15968975,41;14838760,1;1130215,314
-0,192318;-74,781842;-343,7636672;167,0640823;30,38433258;3,917130132;3,274845288;3,06618075;11242162,34;3432883,494;30237969,19;11963,16398;23090,42209;3739,926075;5739,926075;;;;;;;;
5,899789;-76,142112;-337,858809;169,5703441;29,66648191;4,024841535;3,352136002;2,995483351;11409946,36;3403783,843;29718568,99;12179,09528;23371,7537;3781,512808;5781,512808;8760000;0;5303446,732;7832632,082;7270434,633;15801343,34;14625644,18;1175699,162
1,838451;-76,769467;-340,06489;171,183195;29,60819451;4,033841348;3,358566106;2,989748382;11514958,64;3428534,166;29912619,19;12664,52446;22860,29086;3716,766341;5716,766341;8760000;0;5304355,603;7613081,733;7066940,858;15369892,31;14610496,48;759395,8345
2,479688;-78,110217;-329,2887988;173,7772673;28,60160888;4,195683028;3,473467582;2,890848222;11685423,81;3364195,444;28964738;13588,18858;21712,92413;3674,427552;5674,427552;8760000;0;4835147,724;7243433,201;6727774,367;14872307,73;14110806,56;761501,1739
7,476747;-73,924602;-357,8863496;161,9390464;32,03311013;3,68986612;3,109726678;3,228987182;10909394,35;3508152,156;31480221,58;10647,03863;24223,09781;3987,894525;5987,894525;8760000;0;5801742,908;8096360,237;7519941,336;15889899,17;15138161,81;751737,3645
10,385126;-75,496269;-353,3811833;163,2808078;31,53902136;3,755214572;3,157491048;3,180141268;10996049,78;3482527,617;31083940,37;11118,26169;23664,74389;3911,579742;5911,579742;8760000;0;5735092,403;7948632,784;7377340,326;16806436,64;15066384,86;1740051,783
4,575019;-76,199203;-358,4243419;162,6769629;31,95734335;3,699742081;3,116960057;3,221493827;10960042,57;3516260,193;31527544,19;10720,1439;24268,2401;4045,089144;6045,089144;8760000;0;5855286,013;8098628,024;7516232,046;15975742,68;15197681,99;778060,6936
6,222807;-77,401359;-322,0758147;177,1442664;27,75267276;4,34231284;3,576384845;2,807658576;11910480,82;3330312,965;28330273,07;14090,91782;21645,27493;3726,549004;5726,549004;8760000;0;4787490,133;7233973,54;6718954,104;14910237,06;14062509,57;847727,4897
0,054936;-71,223208;-344,3715753;169,1631589;30,1343619;3,95399325;3,301366776;3,041548626;11387536,41;3449339,979;30291441,7;12113,87038;23321,88574;3946,69897;5946,69897;8760000;0;5109365,322;7565457,881;7027431,675;15044147,79;14407391,53;636756,2612
3,494178;-69,814066;-348,5866625;166,960469;30,70736614;3,870474997;3,241174703;3,09803343;11239715,93;3467790,836;30662207,11;11676,31956;23604,61672;3887,123552;5887,123552;8760000;0;5243305,833;7670648,243;7125105,326;15444800,32;14548848,75;895951,5716
11,27155;-73,307598;-358,9160733;166,8681236;31,37483952;3,777433656;3,173678704;3,163920648;11245929,78;3543499,776;31570797,62;10682,50124;25509,06229;4287,720233;6287,720233;8760000;0;6272321,648;8515290,549;7903204,021;16300745,92;15644408,18;656337,7433
2,177143;-73,78661;-347,4085481;164,7618578;30,93801132;3,837822316;3,217540149;3,120790143;11090402;3446857,377;30558578,4;11507,40546;23344,18342;3775,566803;5775,566803;8760000;0;4965355,384;7545232,557;7008718,014;15210410,29;14261869,93;948540,3668
5,412178;-71,662812;-353,8130492;161,1535345;31,88797504;3,708829536;3,123611237;3,214634224;10850171,72;3473598,633;31121927,95;10818,19767;23721,99494;3747,70842;5747,70842;8760000;0;5180575,529;7655152,265;7110854,405;15564267,56;14484873,39;1079394,168
9,319794;-74,972827;-356,7974775;161,0569692;32,10080051;3,68108648;3,103291818;3,235682679;10845919,03;3494972,33;31384442,75;10744,43122;23818,7862;3822,40728;5822,40728;8760000;0;5772226,003;7998794,926;7423702,136;16254883,61;15107318,79;1147564,821
4,030992;-74,968135;-356,8923482;161,7494962;31,9932732;3,695052291;3,113525808;3,225047165;10896998,78;3499890,302;31392787,72;10765,70468;23911,68508;4000,803787;6000,803787;8760000;0;5666880,038;7973769,954;7400471,298;15619260,07;15000178,69;619081,3743
6,320886;-73,953011;-355,8226698;162,5495176;31,80318262;3,71999715;3,131778763;3,206250614;10950313,69;3496515,724;31298697,2;10880,80103;23907,08511;4007,290248;6007,290248;8760000;0;5699218,898;8007345,9;7431500,951;15617259,42;15035063,85;582195,5702
2,580812;-75,447697;-350,2894383;164,7640629;31,12296016;3,812025435;3,198827415;3,139046369;11093918,33;3468120,313;30811985,83;11421,52741;23479,52527;3892,36599;5892,36599;8760000;0;5335130,301;7760599,398;7208310,974;15412073,17;14647418,72;764654,4443
1,908124;-70,76091;-347,5760241;167,1670946;30,61488651;3,883720386;3,250745628;3,088912124;11252403,01;3461483,704;30573309,84;11771,56958;23479,79661;3852,824395;5852,824395;8760000;0;5193414,878;7610268,209;7069072,393;15217704,82;14494610,69;723094,121
2,611927;-76,379753;-345,4285663;167,9749346;30,38357901;3,917240253;3,274924624;3,066106471;11296985,24;3449540,535;30384416,22;12299,49518;22732,69928;3545,842378;5545,842378;8760000;0;5500614,838;7581144,534;7041450,539;15880047,96;14800308,83;1079739,13
12,578108;-81,707181;-352,5858089;162,4617098;31,6071661;3,746067343;3,1508191;3,186875306;10939939,81;3472093,912;31013978,05;10996,95452;23698,17135;3850,379802;5850,379802;8760000;0;5753992,186;7939935,016;7374603,473;16842981,72;15079323,73;1763657,995
9,361058;-73,599913;-361,0781088;161,0555119;32,38293681;3,644929333;3,076746955;3,263598771;10850081,7;3526478,407;31760973,52;10419,81332;24446,34791;3961,175199;5961,175199;8760000;0;6004770,646;8195187,735;7611670,095;16204208,05;15348288,29;855919,7598
1,11754;-76,327588;-328,3569702;172,308336;28,72244507;4,175590892;3,459277807;2,902706328;11585659,58;3349155,583;28882772,96;13593,44401;21288,76031;3604,576963;5604,576963;8760000;0;4345691,015;6954829,311;6457108,071;14249666,16;13603412,25;646253,9013
6,281461;-71,10339;-353,9560865;163,11627;31,60484073;3,746378764;3,151046324;3,186645498;10983527,84;3485676,41;31134509,72;10986,27698;23917,00496;3850,19249;5850,19249;8760000;0;5394922,231;7758219,169;7206263,051;15809113,04;14706878,35;1102234,695
1,337539;-71,950416;-346,7647605;166,8279841;30,6075228;3,88477886;3,25151006;3,088185919;11229751,03;3453703,302;30501949,87;11724,65503;23478,52403;3848,257927;5848,257927;8760000;0;5044680,701;7567271,353;7029247,011;15032021,93;14342705,04;689316,8841
7,5975;-74,799097;-356,4291734;162,7651419;31,80824264;3,719328872;3,131290203;3,20675087;10966668,9;3502284,421;31352046,17;10792,38765;24131,0323;4075,035011;6075,035011;8760000;0;5767150,455;8069914,533;7489546,371;15724377,14;15107518,62;616858,5281
2,896617;-72,135509;-348,2753549;166,0161723;30,8159342;3,85503754;3,230007949;3,108743923;11176873,33;3460323,785;30634824,03;11618,18833;23444,16061;3885,774208;5885,774208;8760000;0;5197576,931;7627976,014;7085442,739;15341901,34;14500110,21;841791,1361
5,475074;-74,045636;-349,8934922;167,176622;30,76392781;3,862417366;3,235347774;3,103613053;11254154,06;3478499,018;30777157,82;11577,23755;23878,71027;3884,709845;5884,709845;8760000;0;5579611,454;7884239,717;7323174,097;15665503,97;14900677,07;764826,8952
8,758964;-76,52857;-352,2895576;164,0067733;31,36653792;3,778563964;3,174501475;3,163100619;11042182,31;3478398,86;30987919,34;11301,16833;23525,8523;3840,443795;5840,443795;8760000;0;5612881,595;7853855,745;7289645,197;16034405,02;14937092,14;1097312,881
7,072726;-70,747408;-352,740721;163,9308036;31,41542502;3,771917231;3,169662216;3,16792986;11033475,7;3480962,623;31027604,35;11189,562;23790,69997;3705,557663;5705,557663;8760000;0;5403301,972;7734521,377;7184426,679;15808115,26;14713396,67;1094718,586
4,286705;-72,791768;-350,5931442;162,6779164;31,44395379;3,768048995;3,166844788;3,170748254;10953091,29;3458676,386;30838700,26;11092,9794;23577,01699;3809,915867;5809,915867;8760000;0;5065508,675;7598358,721;7058109,508;15342130,73;14365757,89;976372,8477
7,021029;-75,910357;-354,5227747;164,0621481;31,49139922;3,761632999;3,162169917;3,175435807;11053713,63;3495610,268;31184356,48;10938,10075;24201,63644;4105,647839;6105,647839;8760000;0;5777359,005;8086966,97;7505304,094;15952650,07;15119021,88;833628,1886
7,138187;-72,665468;-347,122386;166,4459703;30,68780928;3,873268664;3,243194149;3,096104372;11202034,33;3454012,871;30533407,15;11501,35255;23869,06174;3757,577087;5757,577087;8760000;0;5282891,69;7809699,192;7249048,305;15728813,85;14603542,58;1125271,271
5,030744;-74,884438;-359,0241673;160,6958603;32,29387094;3,656268127;3,085079024;3,254784563;10827595,15;3509665,413;31580305,74;10496,21502;24156,14706;4016,430447;6016,430447;8760000;0;5749229,243;8062940,743;7488929,75;15674048,27;15083240,24;590808,0294
5,973845;-75,360874;-355,1553839;162,153431;31,8364319;3,715610203;3,12857114;3,209537879;10914672,6;3488708,458;31240001,73;11109,13297;23434,5627;3685,654252;5685,654252;8760000;0;5758994,643;7871785,467;7306018,405;16621982,43;15084761,71;1537220,727
-0,564984;-69,635497;-343,4795508;171,5092293;29,77688174;4,007902182;3,340021678;3,006348028;11541831,53;3455615,756;30212977,89;12423,71295;23395,81162;3891,324682;5891,324682;;;;;;;;
3,152204;-75,054843;-350,6478038;164,5981436;31,17520116;3,804800104;3,193579828;3,144204348;11080505,39;3469619,043;30843508,2;11450,98604;23400,53906;3809,085219;5809,085219;8760000;0;5376249,333;7759402,703;7206775,36;15479976,55;14688876,67;791099,873
10,763024;-74,140091;-353,9793481;167,1573695;31,01055326;3,827663507;3,21017535;3,127949874;11264939,66;3509135,307;31136555,85;11083,35232;24750,03233;4295,34412;6295,34412;8760000;0;5959443,407;8289028,328;7692435,651;16568147,61;15316036,08;1252111,531
7,882968;-76,625279;-342,5349598;171,3393564;29,74122694;4,013357711;3,343924908;3,002838837;11528688,51;3447651,734;30129890,24;12586,46302;23025,76401;3832,566964;5832,566964;8760000;0;5475949,614;7681408,22;7128439,111;15413651,97;14788918,72;624733,2429
1,679951;-75,283631;-342,6941136;167,534622;30,24847062;3,937082029;3,289208856;3,052791119;11274725,05;3427792,38;30143889,65;12060,86988;23007,23025;3788,011454;5788,011454;8760000;0;4806723,125;7420720,576;6892293,581;14844691,11;14095150,12;749540,994
7,639839;-73,328126;-348,9950674;167,1190338;30,71160991;3,869869301;3,240736811;3,098452039;11250806,93;3471681,777;30698131,03;11765,58621;23455,56224;3909,853953;5909,853953;8760000;0;5688432,292;7882941,086;7321450,076;15907634,95;15009923,3;897711,649
10,257314;-74,83303;-359,5592993;164,0874727;31,82603844;3,716980439;3,129573133;3,208510284;11054790,2;3532363,592;31627376,75;10531,32216;25079,60099;4067,145656;6067,145656;8760000;0;6121968,032;8388725,087;7785602,687;16459127,48;15485090,43;974037,0471
5,831393;-72,884158;-361,6708375;164,3171276;31,9370983;3,702389733;3,118898357;3,219491767;11068585,3;3548876,569;31813110,83;10610,08754;25002,57823;4016,980646;6016,980646;8760000;0;6167503,582;8313330,544;7719918,186;16949769,76;15520915,94;1428853,818
7,580127;-75,401407;-355,110682;162,8712339;31,70849237;3,732546448;3,140948725;3,196890004;10971640,82;3493097,717;31236069,69;10970,92704;23813,93015;4007,679649;6007,679649;8760000;0;5704026,01;7981149,297;7407539,384;15650168,95;15037635,92;612533,0286
6,453324;-71,754427;-351,4958839;164,5228943;31,23467004;3,796607635;3,187626428;3,15007665;11079179,04;3475683,017;30918106,6;11283,00032;23682,20004;3933,729871;5933,729871;8760000;0;5338616,138;7718716,978;7169149,898;15477790,8;14648183,22;829607,5818
1,765633;-78,182924;-331,5601682;175,5304764;28,52375506;4,208728077;3,482669139;2,883210314;11809818,59;3391025,135;29164531,07;13538,53028;22236,42151;3946,1225;5946,1225;8760000;0;5030192,736;7447275,816;6917029,634;15231120,05;14320438,92;910681,1282
1,190133;-76,972566;-325,0149769;170,3051586;28,75748918;4,169798855;3,455183339;2,906146099;11448732,49;3313494,935;28588806,2;13323,2384;21310,31101;3466,524716;5466,524716;8760000;1555,557676;3779274,862;6837901,744;6349753,965;13697032,51;13025867,08;671165,4308
3,52617;-67,413312;-352,0354817;165,8732288;31,08162315;3,817761704;3,202991529;3,134965388;11168965,34;3487041,798;30965570,44;11195,65944;24273,90514;3925,86254;5925,86254;8760000;0;5402715,907;7871880,498;7304827,958;15385889,12;14729768,45;656120,6766
10,958669;-72,793639;-362,4060798;166,1490983;31,70693121;3,732754042;3,141100346;3,19673569;11197772,7;3564920,4;31877783,85;10411,05148;25872,50669;4266,411885;6266,411885;8760000;0;6468934,873;8675360,246;8051661,44;16870331,22;15852633,68;1017697,537
4,438812;-75,431971;-352,5755925;163,3033471;31,49110342;3,761672934;3,162199021;3,175406581;10993139,22;3476422,306;31013079,39;11182,36849;23597,56095;3756,683298;5756,683298;8760000;0;5462399,283;7807718,124;7247201,095;15580439,86;14782916,31;797523,5505
4,790258;-71,338533;-350,5869482;163,664754;31,30280701;3,787263361;3,180831603;3,156805778;11018557,25;3464049,225;30838155,25;11183,03532;23685,52663;3805,113636;5805,113636;8760000;0;5118628,745;7628485,026;7086040,027;15531677,15;14421073,74;1110603,403
0,806639;-77,573003;-347,0866263;167,0260203;30,6111604;3,884255914;3,251132395;3,088544655;11238388,31;3456761,197;30530261,68;12010,07342;22997,01371;3697,578831;5697,578831;8760000;0;5270327,472;7595078,346;7050385,036;15353695,88;14575020,78;778675,0949
-3,779934;-70,364937;-346,5208493;169,7556218;30,2031104;3,943787605;3,294031495;3,048321668;11423605,99;3467971,089;30480495,08;12164,89686;23438,83393;3828,202085;5828,202;;;;;;;;
