Hour,Pb,Ppv,Pd,Ppvmax,Ps,Pc,SOC,SpotPrice,npv
1288,0.0,4991.868945078728,0.0,4991.868945078728,1000.0,2991.868945078728,18465.971494441852,143.8573032,30259297.804085962
1289,0.0,4185.2311002127035,0.0,4185.2311002127035,1000.0,2185.2311002127035,20569.037905286532,198.8573032,30259297.804085962
1290,0.0,2429.2716064437586,0.0,2429.2716064437586,1000.0,429.2716064437586,20982.168899328215,198.8573032,30259297.804085962
1291,0.0,960.2453130179387,1039.7546869820612,960.2453130179387,1000.0,0.0,19901.79204253047,458.8573032,30259297.804085962
1292,0.0,0.0,2000.0,0.0,1000.0,0.0,17823.654054168044,198.8573032,30259297.804085962
1293,0.0,0.0,2000.0,0.0,1000.0,0.0,15745.516065805616,198.8573032,30259297.804085962
1294,0.0,0.0,2000.0,0.0,1000.0,0.0,13667.378077443189,118.8573032,30259297.804085962
1295,0.0,0.0,2000.0,0.0,1000.0,0.0,11589.240089080762,107.1353032,30259297.804085962
1296,0.0,0.0,1070.5162706000265,0.0,70.51627060002647,0.0,10476.89982453381,105.1793032,30259297.804085962
1297,0.0,0.0,1000.0,0.0,0.0,0.0,9437.830830352596,103.5533748,30259297.804085962
1298,0.0,0.0,1000.0,0.0,0.0,0.0,8398.761836171383,103.5533748,30259297.804085962
1299,0.0,0.0,1000.0,0.0,0.0,0.0,7359.692841990169,103.5533748,30259297.804085962
1300,0.0,0.0,1000.0,0.0,0.0,0.0,6320.623847808955,103.5533748,30259297.804085962
1301,0.0,0.0,1000.0,0.0,0.0,0.0,5281.554853627742,103.5533748,30259297.804085962
1302,0.0,0.0,1000.0,0.0,0.0,0.0,4242.485859446528,104.2313748,30259297.804085962
1303,0.0,0.0,1000.0,0.0,0.0,0.0,3203.4168652653143,104.2313748,30259297.804085962
1304,0.0,0.0,1000.0,0.0,0.0,0.0,2164.347871084101,104.2313748,30259297.804085962
1305,0.0,0.4269834998389419,999.5730165001611,0.4269834998389419,0.0,0.0,1125.7225422185968,103.5533748,30259297.804085962
1306,0.0,2783.4903559793656,0.0,2783.4903559793756,1000.0,783.4903559793656,1879.7536608131381,103.5533748,30259297.804085962
1307,0.0,4681.172919220392,0.0,4681.17291922039,1000.0,2681.172919220392,4460.114478270843,104.2313748,30259297.804085962
1308,0.0,2739.369247783714,0.0,5580.851751746472,1000.0,739.3692477837138,5171.68344233789,104.2313748,30259297.804085962
1309,0.0,5941.8547870314615,0.0,6591.220231522217,1000.0,3941.854787031462,8965.32448937697,104.2313748,30259297.804085962
1310,0.0,5941.8547870314615,0.0,6950.8711510765,1000.0,3941.854787031462,12758.96553641605,105.5093748,30259297.804085962
1311,0.0,5941.8547870314615,0.0,6552.637485202361,1000.0,3941.854787031462,16552.60658345513,117.3423748,30259297.804085962
1312,0.0,5876.686369382481,0.0,5876.686369382496,1000.0,3876.6863693824807,20283.52954534883,117.3423748,30259297.804085962
1313,0.0,2000.0,0.0,4959.1750233303255,1000.0,0.0,20283.52954534883,142.2313748,30259297.804085962
1314,0.0,3148.3777606031967,0.0,3148.377760603198,1000.0,1148.3777606031967,21388.72830215334,205.2313748,30259297.804085962
1315,0.0,1003.483359995747,996.516640004253,1003.483359995747,1000.0,0.0,20353.27875933928,205.2313748,30259297.804085962
1316,0.0,0.0,2000.0,0.0,1000.0,0.0,18275.140770976854,205.2313748,30259297.804085962
1317,0.0,0.0,2000.0,0.0,1000.0,0.0,16197.002782614425,205.2313748,30259297.804085962
1318,0.0,0.0,1507.0196806541592,0.0,507.01968065415923,0.0,14631.105358825811,117.3423748,30259297.804085962
1319,0.0,0.0,2000.0,0.0,1000.0,0.0,12552.967370463382,117.3423748,30259297.804085962
1320,0.0,0.0,2000.0,0.0,1000.0,0.0,10474.829382100954,117.3423748,30259297.804085962
1321,0.0,0.0,1000.0,0.0,0.0,0.0,9435.760387919741,106.3411369,30259297.804085962
1322,0.0,0.0,1000.0,0.0,0.0,0.0,8396.691393738527,106.3411369,30259297.804085962
1323,0.0,0.0,1000.0,0.0,0.0,0.0,7357.622399557314,106.3411369,30259297.804085962
1324,0.0,0.0,1000.0,0.0,0.0,0.0,6318.5534053761,106.3411369,30259297.804085962
1325,0.0,0.0,1000.0,0.0,0.0,0.0,5279.484411194887,106.3411369,30259297.804085962
1326,0.0,0.0,1000.0,0.0,0.0,0.0,4240.4154170136735,106.3411369,30259297.804085962
1327,0.0,0.0,1000.0,0.0,0.0,0.0,3201.346422832459,106.3411369,30259297.804085962
1328,0.0,0.0,1000.0,0.0,0.0,0.0,2162.277428651246,106.3421369,30259297.804085962
1329,0.0,2.419577297218737,997.5804227027812,2.419577297218737,0.0,0.0,1125.7225422185968,106.3411369,30259297.804085962
1330,0.0,2087.9928523389453,0.0,2087.992852338955,1000.0,87.99285233894511,1210.4068633095976,106.3411369,30259297.804085962
1331,0.0,3718.6147784421673,0.0,3718.6147784421723,1000.0,1718.6147784421673,2864.401726082339,108.2981369,30259297.804085962
1332,0.0,5076.85061312297,0.0,5076.850613122974,1000.0,3076.8506131229697,5825.562756151885,109.1311369,30259297.804085962
1333,0.0,4574.411139904332,0.0,5862.7915999637025,1000.0,2574.4111399043322,8303.176037195815,109.1311369,30259297.804085962
1334,0.0,5941.8547870314615,0.0,5957.878541541689,1000.0,3941.854787031462,12096.817084234892,109.1311369,30259297.804085962
1335,0.0,5622.5657051402495,0.0,5622.56570514025,1000.0,3622.5657051402495,15583.174318861868,109.1311369,30259297.804085962
1336,0.0,5171.042070987744,0.0,5171.042070987771,1000.0,3171.0420709877444,18634.985207980473,109.1311369,30259297.804085962
1337,0.0,4166.580207372949,0.0,4166.580207372968,1000.0,2166.580207372949,20720.1019995562,109.1311369,30259297.804085962
1338,0.0,2694.748859722719,0.0,2694.748859722735,1000.0,694.7488597227189,21388.72830215334,118.0201369,30259297.804085962
1339,0.0,1107.3768566804936,892.6231433195064,1107.3768566804936,1000.0,0.0,20461.231270441465,175.0201369,30259297.804085962
1340,0.0,0.0,2000.0,0.0,1000.0,0.0,18383.09328207904,140.0201369,30259297.804085962
1341,0.0,0.0,2000.0,0.0,1000.0,0.0,16304.95529371661,140.0201369,30259297.804085962
1342,0.0,0.0,2000.0,0.0,1000.0,0.0,14226.817305354183,118.0201369,30259297.804085962
1343,0.0,0.0,2000.0,0.0,1000.0,0.0,12148.679316991755,109.1311369,30259297.804085962
1344,0.0,0.0,1614.4595177450515,0.0,614.4595177450515,0.0,10471.144489742115,109.1311369,30259297.804085962
1345,0.0,0.0,1000.0,0.0,0.0,0.0,9432.0754955609,103.5328106,30259297.804085962
1346,0.0,0.0,1000.0,0.0,0.0,0.0,8393.006501379688,103.5328106,30259297.804085962
1347,0.0,0.0,1000.0,0.0,0.0,0.0,7353.937507198474,103.5328106,30259297.804085962
1348,0.0,0.0,1000.0,0.0,0.0,0.0,6314.868513017261,103.5328106,30259297.804085962
1349,0.0,0.0,1000.0,0.0,0.0,0.0,5275.799518836047,103.5328106,30259297.804085962
1350,0.0,0.0,1000.0,0.0,0.0,0.0,4236.730524654833,103.5318106,30259297.804085962
1351,0.0,0.0,1000.0,0.0,0.0,0.0,3197.6615304736197,100.6068106,30259297.804085962
1352,0.0,0.0,1000.0,0.0,0.0,0.0,2158.5925362924063,100.6058106,30259297.804085962
1353,0.0,5.965917703365483,994.0340822966346,5.965917703365483,0.0,0.0,1125.7225422185968,100.6058106,30259297.804085962
1354,0.0,2599.134119769254,0.0,2599.134119769263,1000.0,599.1341197692541,1702.3292190845268,100.6058106,30259297.804085962
1355,0.0,4765.674225616008,0.0,4765.674225616038,1000.0,2765.674225616008,4364.014093817373,100.6058106,30259297.804085962
1356,0.0,2000.0,0.0,5886.014784823155,1000.0,0.0,4364.014093817373,100.6058106,30259297.804085962
1357,0.0,5941.8547870314615,0.0,7174.652231283555,1000.0,3941.854787031462,8157.655140856452,100.6058106,30259297.804085962
1358,0.0,5941.8547870314615,0.0,6684.456915399032,1000.0,3941.854787031462,11951.296187895528,100.6068106,30259297.804085962
1359,0.0,5941.8547870314615,0.0,7013.536971522387,1000.0,3941.854787031462,15744.937234934609,103.5318106,30259297.804085962
1360,0.0,5941.8547870314615,0.0,6427.999693765435,1000.0,3941.854787031462,19538.57828197369,103.5328106,30259297.804085962
1361,0.0,2527.7334907896866,0.0,5314.063892689715,1000.0,527.7334907896866,20046.468993509683,103.5328106,30259297.804085962
1362,0.0,3394.700029762741,0.0,3394.700029762766,1000.0,1394.700029762741,21388.72830215334,103.9218106,30259297.804085962
1363,0.0,1210.7069605431448,789.2930394568552,1210.7069605431448,1000.0,0.0,20568.59837753067,105.4888106,30259297.804085962
1364,0.0,0.0,2000.0,0.0,1000.0,0.0,18490.46038916824,105.4888106,30259297.804085962
1365,0.0,0.0,1722.2966740434135,0.0,722.2966740434135,0.0,16700.8753163883,103.9218106,30259297.804085962
1366,0.0,0.0,2000.0,0.0,1000.0,0.0,14622.737328025873,103.9218106,30259297.804085962
1367,0.0,0.0,2000.0,0.0,1000.0,0.0,12544.599339663444,103.9218106,30259297.804085962
1368,0.0,0.0,1000.0,0.0,0.0,0.0,11505.53034548223,103.5328106,30259297.804085962
1369,0.0,0.0,1000.0,0.0,0.0,0.0,10466.461351301017,103.1955285,30259297.804085962
1370,0.0,0.0,1000.0,0.0,0.0,0.0,9427.392357119803,103.1955285,30259297.804085962
1371,0.0,0.0,1000.0,0.0,0.0,0.0,8388.32336293859,103.1955285,30259297.804085962
1372,0.0,0.0,1000.0,0.0,0.0,0.0,7349.254368757377,103.1955285,30259297.804085962
1373,0.0,0.0,1000.0,0.0,0.0,0.0,6310.185374576164,103.1955285,30259297.804085962
1374,0.0,0.0,1000.0,0.0,0.0,0.0,5271.116380394949,103.1955285,30259297.804085962
1375,0.0,0.0,1000.0,0.0,0.0,0.0,4232.047386213736,103.1955285,30259297.804085962
1376,0.0,0.0,1000.0,0.0,0.0,0.0,3192.9783920325226,103.1955285,30259297.804085962
1377,0.0,10.472970139077516,1989.5270298609225,10.472970139077516,1000.0,0.0,1125.7225422185968,106.1225285,30259297.804085962
1378,0.0,2036.9267651410646,0.0,2036.9267651410732,1000.0,36.92676514106449,1161.2608609903573,106.1215285,30259297.804085962
1379,0.0,2000.0,0.0,3808.038259338123,1000.0,0.0,1161.2608609903568,103.1955285,30259297.804085962
1380,0.0,5141.2184317801475,0.0,5141.218431780158,1000.0,3141.2184317801475,4184.369479735571,103.1955285,30259297.804085962
1381,0.0,5286.079237850482,0.0,5838.8212021485615,1000.0,3286.079237850482,7346.892138242875,103.1955285,30259297.804085962
1382,0.0,5332.151403974968,0.0,5332.151403974985,1000.0,3332.151403974968,10553.754649428382,103.1955285,30259297.804085962
1383,0.0,5941.8547870314615,0.0,6371.738631450947,1000.0,3941.854787031462,14347.39569646746,106.1215285,30259297.804085962
1384,0.0,5757.1783134781645,0.0,5757.178313478168,1000.0,3757.1783134781645,17963.304105358846,106.1225285,30259297.804085962
1385,0.0,4366.088444011169,0.0,4366.088444011186,1000.0,2366.0884440111686,20240.427623875195,106.8005285,30259297.804085962
1386,0.0,3193.1636307960803,0.0,3193.1636307961094,1000.0,1193.1636307960803,21388.72830215334,108.0785285,30259297.804085962
1387,0.0,1234.3571210150958,765.6428789849042,1234.3571210150958,1000.0,0.0,20593.172525984486,108.0795285,30259297.804085962
1388,0.0,0.0,2000.0,0.0,1000.0,0.0,18515.034537622058,108.0795285,30259297.804085962
1389,0.0,0.0,2000.0,0.0,1000.0,0.0,16436.896549259633,108.0795285,30259297.804085962
1390,0.0,0.0,1000.0,0.0,0.0,0.0,15397.827555078418,106.8005285,30259297.804085962
1391,0.0,0.0,1000.0,0.0,0.0,0.0,14358.758560897204,106.1215285,30259297.804085962
1392,0.0,0.0,1000.0,0.0,0.0,0.0,13319.68956671599,103.1955285,30259297.804085962
1393,0.0,0.0,1000.0,0.0,0.0,0.0,12280.620572534775,107.6767531,30259297.804085962
1394,0.0,0.0,1000.0,0.0,0.0,0.0,11241.551578353563,107.6767531,30259297.804085962
1395,0.0,0.0,1000.0,0.0,0.0,0.0,10202.482584172349,107.6767531,30259297.804085962
1396,0.0,0.0,1000.0,0.0,0.0,0.0,9163.413589991134,107.6767531,30259297.804085962
1397,0.0,0.0,1000.0,0.0,0.0,0.0,8124.344595809922,107.6767531,30259297.804085962
1398,0.0,0.0,2000.0,0.0,1000.0,0.0,6046.206607447494,110.6027531,30259297.804085962
1399,0.0,0.0,1000.0,0.0,0.0,0.0,5007.137613266281,107.6767531,30259297.804085962
1400,0.0,0.0,1756.5324696977113,0.0,756.5324696977113,0.0,3181.9791867308404,107.6777531,30259297.804085962
1401,0.0,21.05860532141674,1978.9413946785833,21.05860532141674,1000.0,0.0,1125.7225422185968,110.6027531,30259297.804085962
1402,0.0,2347.5338443195637,0.0,2347.533844319592,1000.0,347.53384431956374,1460.189113991745,107.6767531,30259297.804085962
1403,0.0,4224.1162922862395,0.0,4224.116292286257,1000.0,2224.1162922862395,3600.6786336880223,110.6027531,30259297.804085962
1404,0.0,4294.978407237391,0.0,5937.911116150221,1000.0,2294.978407237391,5809.365852813287,111.2817531,30259297.804085962
1405,0.0,5941.8547870314615,0.0,6858.8857714350415,1000.0,3941.854787031462,9603.006899852367,111.2817531,30259297.804085962
1406,0.0,5644.923051423898,0.0,5644.923051423912,1000.0,3644.923051423898,13110.880844542724,112.1927531,30259297.804085962
1407,0.0,5941.8547870314615,0.0,6025.697827151249,1000.0,3941.854787031462,16904.521891581804,112.1927531,30259297.804085962
1408,0.0,5681.080293672595,0.0,5681.080293672594,1000.0,3681.080293672595,20447.19356621231,112.1927531,30259297.804085962
1409,0.0,2000.0,0.0,4623.085317568175,1000.0,0.0,20447.19356621231,112.5597531,30259297.804085962
1410,0.0,2978.3195510609235,0.0,2978.319551060934,1000.0,978.3195510609235,21388.72830215334,112.5607531,30259297.804085962
1411,0.0,1157.0433801531447,842.9566198468553,1157.0433801531447,1000.0,0.0,20512.83821503067,828.6327531,30259297.804085962
1412,0.0,0.0,2000.0,0.0,1000.0,0.0,18434.700226668243,464.2817531,30259297.804085962
1413,0.0,0.0,2000.0,0.0,1000.0,0.0,16356.562238305814,464.2817531,30259297.804085962
1414,0.0,0.0,2000.0,0.0,1000.0,0.0,14278.424249943388,112.5607531,30259297.804085962
1415,0.0,0.0,2000.0,0.0,1000.0,0.0,12200.28626158096,112.1927531,30259297.804085962
1416,0.0,0.0,1685.5582586507844,0.0,685.5582586507844,0.0,10448.874937130857,111.2817531,30259297.804085962
1417,0.0,0.0,1000.0,0.0,0.0,0.0,9409.805942949642,102.7317761,30259297.804085962
1418,0.0,0.0,1000.0,0.0,0.0,0.0,8370.73694876843,102.7317761,30259297.804085962
1419,0.0,0.0,1000.0,0.0,0.0,0.0,7331.667954587216,102.7317761,30259297.804085962
1420,0.0,0.0,1000.0,0.0,0.0,0.0,6292.598960406002,102.7317761,30259297.804085962
1421,0.0,0.0,1000.0,0.0,0.0,0.0,5253.529966224789,102.7317761,30259297.804085962
1422,0.0,0.0,1000.0,0.0,0.0,0.0,4214.460972043575,102.7317761,30259297.804085962
1423,0.0,0.0,1000.0,0.0,0.0,0.0,3175.3919778623613,102.7317761,30259297.804085962
1424,0.0,0.0,1000.0,0.0,0.0,0.0,2136.322983681148,102.7317761,30259297.804085962
1425,0.0,27.398135136440576,972.6018648635594,27.398135136440576,0.0,0.0,1125.7225422185968,103.2217761,30259297.804085962
1426,0.0,1957.8220681203743,0.0,1957.8220681203743,957.8220681203675,0.0,1125.7225422185968,103.2217761,30259297.804085962
1427,0.0,3775.747594838759,0.0,3775.7475948387755,1000.0,1775.7475948387591,2834.7020274914184,103.2217761,30259297.804085962
1428,0.0,5070.018868111403,0.0,5070.018868111445,1000.0,3070.018868111403,5789.288186161833,103.2217761,30259297.804085962
1429,0.0,5799.603907916247,0.0,5799.603907916283,1000.0,3799.603907916247,9446.02698714043,103.2217761,30259297.804085962
1430,0.0,4297.729506478225,0.0,4297.729506478236,1000.0,2297.7295064782243,11657.361864175073,103.2217761,30259297.804085962
1431,0.0,5854.447626183659,0.0,5854.447626183683,1000.0,3854.4476261836585,15366.882259614225,103.2217761,30259297.804085962
1432,0.0,5502.209613517242,0.0,5502.20961351725,1000.0,3502.2096135172424,18737.40879166322,103.2217761,30259297.804085962
1433,0.0,4037.6785077115837,0.0,4037.6785077116047,1000.0,2037.6785077115837,20698.470587484848,103.4107761,30259297.804085962
1434,0.0,2717.2253893064153,0.0,2851.9975530021984,1000.0,717.2253893064153,21388.72830215334,104.6887761,30259297.804085962
1435,0.0,1016.7673111331917,983.2326888668083,1016.7673111331917,1000.0,0.0,20367.08170108642,436.4107761,30259297.804085962
1436,0.0,0.0,2000.0,0.0,1000.0,0.0,18288.943712723994,116.4107761,30259297.804085962
1437,0.0,0.0,1000.0,0.0,0.0,0.0,17249.87471854278,104.6887761,30259297.804085962
1438,0.0,0.0,1000.0,0.0,0.0,0.0,16210.805724361564,103.4107761,30259297.804085962
1439,0.0,0.0,1000.0,0.0,0.0,0.0,15171.73673018035,103.2217761,30259297.804085962
1440,0.0,0.0,1000.0,0.0,0.0,0.0,14132.667735999137,102.7317761,30259297.804085962
1441,0.0,0.0,1000.0,0.0,0.0,0.0,13093.598741817923,103.2481194,30259297.804085962
1442,0.0,0.0,1000.0,0.0,0.0,0.0,12054.52974763671,103.2481194,30259297.804085962
1443,0.0,0.0,1000.0,0.0,0.0,0.0,11015.460753455496,103.2481194,30259297.804085962
1444,0.0,0.0,1558.0442691667458,0.0,558.044269166746,0.0,9396.545261802603,105.2431194,30259297.804085962
1445,0.0,0.0,2000.0,0.0,1000.0,0.0,7318.407273440174,105.2431194,30259297.804085962
1446,0.0,0.0,2000.0,0.0,1000.0,0.0,5240.269285077747,105.2431194,30259297.804085962
1447,0.0,0.0,1000.0,0.0,0.0,0.0,4201.200290896533,105.2431194,30259297.804085962
1448,0.0,0.0,1000.0,0.0,0.0,0.0,3162.1312967153194,105.2431194,30259297.804085962
1449,0.0,40.160214672354044,1959.8397853276458,40.160214672354044,1000.0,0.0,1125.7225422185968,105.2431194,30259297.804085962
1450,0.0,2183.8270294078875,0.0,2183.8270294078893,1000.0,183.8270294078875,1302.6376753207478,105.2431194,30259297.804085962
1451,0.0,3888.4950720895395,0.0,3888.4950720895367,1000.0,1888.4950720895395,3120.12533269972,105.2431194,30259297.804085962
1452,0.0,4572.511445566779,0.0,4572.511445566797,1000.0,2572.511445566779,5595.910347913188,105.2431194,30259297.804085962
1453,0.0,4832.647430345861,0.0,6122.3444454922455,1000.0,2832.647430345861,8322.050234878045,105.2431194,30259297.804085962
1454,0.0,5090.792819268625,0.0,5090.792819268654,1000.0,3090.7928192686245,11296.629244142165,105.2431194,30259297.804085962
1455,0.0,5941.8547870314615,0.0,5976.321873349129,1000.0,3941.854787031462,15090.270291181245,106.1741194,30259297.804085962
1456,0.0,5181.692957021728,0.0,5181.692957021748,1000.0,3181.692957021728,18152.331593018956,106.1751194,30259297.804085962
1457,0.0,4438.764664537053,0.0,4438.764664537042,1000.0,2438.7646645370532,20499.398706169417,108.1311194,30259297.804085962
1458,0.0,2924.0748087946026,0.0,2924.074808794611,1000.0,924.0748087946026,21388.72830215334,108.1311194,30259297.804085962
1459,0.0,1027.0682921513223,972.9317078486777,1027.0682921513223,1000.0,0.0,20377.785131072,119.8531194,30259297.804085962
1460,0.0,0.0,2000.0,0.0,1000.0,0.0,18299.647142709575,119.8531194,30259297.804085962
1461,0.0,0.0,2000.0,0.0,1000.0,0.0,16221.509154347146,119.8531194,30259297.804085962
1462,0.0,0.0,2000.0,0.0,1000.0,0.0,14143.37116598472,106.8531194,30259297.804085962
1463,0.0,0.0,2000.0,0.0,1000.0,0.0,12065.233177622293,106.1741194,30259297.804085962
1464,0.0,0.0,1679.8354851586919,0.0,679.8354851586919,0.0,10319.768209668542,105.2431194,30259297.804085962
1465,0.0,0.0,1000.0,0.0,0.0,0.0,9280.69921548733,104.2316176,30259297.804085962
1466,0.0,0.0,1000.0,0.0,0.0,0.0,8241.630221306114,104.2316176,30259297.804085962
1467,0.0,0.0,1000.0,0.0,0.0,0.0,7202.561227124901,104.2316176,30259297.804085962
1468,0.0,0.0,1000.0,0.0,0.0,0.0,6163.492232943688,101.7666176,30259297.804085962
1469,0.0,0.0,1000.0,0.0,0.0,0.0,5124.423238762474,104.2316176,30259297.804085962
1470,0.0,0.0,1000.0,0.0,0.0,0.0,4085.3542445812604,104.2316176,30259297.804085962
1471,0.0,0.0,1000.0,0.0,0.0,0.0,3046.2852504000466,104.2316176,30259297.804085962
1472,0.0,0.0,1000.0,0.0,0.0,0.0,2007.2162562188332,104.2316176,30259297.804085962
1473,0.0,151.65044964617292,848.3495503538271,151.65044964617292,0.0,0.0,1125.7225422185968,104.2316176,30259297.804085962
1474,0.0,2058.103984814967,0.0,2058.103984814967,1000.0,58.103984814967134,1181.6418172045087,104.2316176,30259297.804085962
1475,0.0,3400.6007191497556,0.0,3400.6007191497556,1000.0,1400.6007191497556,2529.5799493142404,104.2316176,30259297.804085962
1476,0.0,4344.442727504232,0.0,4344.442727504232,1000.0,2344.4427275042317,4785.8716302642715,104.2316176,30259297.804085962
1477,0.0,4791.6372138482675,0.0,4791.6372138482675,1000.0,2791.6372138482675,7472.543284871848,104.2316176,30259297.804085962
1478,0.0,3991.5820317409116,0.0,3991.5820317409116,1000.0,1991.5820317409116,9389.241832219297,104.2316176,30259297.804085962
1479,0.0,5424.302834695807,0.0,5424.302834695807,1000.0,3424.302834695807,12684.790880330489,104.2316176,30259297.804085962
1480,0.0,4908.535923012572,0.0,4908.535923012572,1000.0,2908.5359230125723,15483.965852638055,104.6926176,30259297.804085962
1481,0.0,4180.006479958702,0.0,4180.006479958702,1000.0,2180.0064799587017,17582.004088950343,104.6936176,30259297.804085962
1482,0.0,2469.3606547581526,0.0,2469.3606547581526,1000.0,469.3606547581526,18033.716783089796,104.6936176,30259297.804085962
1483,0.0,1016.0793884522978,983.9206115477022,1016.0793884522978,1000.0,0.0,17011.355382894864,106.6496176,30259297.804085962
1484,0.0,0.0,2000.0,0.0,1000.0,0.0,14933.217394532438,105.3716176,30259297.804085962
1485,0.0,0.0,1503.313520276237,0.0,503.31352027623717,0.0,13371.170927079871,104.6936176,30259297.804085962
1486,0.0,0.0,1000.0,0.0,0.0,0.0,12332.101932898655,104.6936176,30259297.804085962
1487,0.0,0.0,1000.0,0.0,0.0,0.0,11293.032938717442,104.6926176,30259297.804085962
1488,0.0,0.0,1000.0,0.0,0.0,0.0,10253.96394453623,104.2316176,30259297.804085962
1489,0.0,0.0,1000.0,0.0,0.0,0.0,9214.894950355014,98.22275314,30259297.804085962
1490,0.0,0.0,1000.0,0.0,0.0,0.0,8175.825956173801,98.22275314,30259297.804085962
1491,0.0,0.0,1000.0,0.0,0.0,0.0,7136.756961992588,98.22275314,30259297.804085962
1492,0.0,0.0,1000.0,0.0,0.0,0.0,6097.687967811375,98.22275314,30259297.804085962
1493,0.0,0.0,1000.0,0.0,0.0,0.0,5058.618973630161,98.22275314,30259297.804085962
1494,0.0,0.0,1000.0,0.0,0.0,0.0,4019.5499794489474,98.22275314,30259297.804085962
1495,0.0,0.0,1000.0,0.0,0.0,0.0,2980.4809852677336,98.22275314,30259297.804085962
1496,0.0,0.0,1000.0,0.0,0.0,0.0,1941.4119910865202,98.22275314,30259297.804085962
1497,0.0,214.980474409511,785.019525590489,214.980474409511,0.0,0.0,1125.7225422185968,98.22275314,30259297.804085962
1498,0.0,2090.1752234664646,0.0,2090.1752234664823,1000.0,90.17522346646479,1212.5071772827225,98.22275314,30259297.804085962
1499,0.0,3446.788130442222,0.0,3781.642346184181,1000.0,1446.7881304422222,2604.896074020316,98.22275314,30259297.804085962
1500,0.0,4953.920757938882,0.0,4953.920757938928,1000.0,2953.9207579388817,5447.749411460696,98.22275314,30259297.804085962
1501,0.0,5730.9603162190915,0.0,5730.960316219126,1000.0,3730.9603162190915,9038.42561978995,98.22275314,30259297.804085962
1502,0.0,4988.06168013942,0.0,4988.061680139446,1000.0,2988.06168013942,11914.136180756126,98.22275314,30259297.804085962
1503,0.0,5941.8547870314615,0.0,6153.08728677649,1000.0,3941.854787031462,15707.777227795206,98.22275314,30259297.804085962
1504,0.0,5367.810492985548,0.0,5367.810492985582,1000.0,3367.810492985548,18948.958046244497,98.22275314,30259297.804085962
1505,0.0,3922.4758699846134,0.0,3922.475869984645,1000.0,1922.4758699846134,20799.148823517688,101.1497531,30259297.804085962
1506,0.0,2612.613755855834,0.0,2612.6137558558353,1000.0,612.6137558558339,21388.72830215334,106.2457531,30259297.804085962
1507,0.0,1021.5352993696692,978.4647006303308,1021.5352993696692,1000.0,0.0,20372.035969827553,793.3737531,30259297.804085962
1508,0.0,0.0,2000.0,0.0,1000.0,0.0,18293.89798146513,793.3737531,30259297.804085962
1509,0.0,0.0,2000.0,0.0,1000.0,0.0,16215.7599931027,101.1507531,30259297.804085962
1510,0.0,0.0,1818.575618314325,0.0,818.5756183143251,0.0,14326.134454538354,101.1497531,30259297.804085962
1511,0.0,0.0,2000.0,0.0,1000.0,0.0,12247.996466175917,101.1497531,30259297.804085962
1512,0.0,0.0,1000.0,0.0,0.0,0.0,11208.927471994703,98.22275314,30259297.804085962
1513,0.0,0.0,2000.0,0.0,1000.0,0.0,9130.789483632276,101.2304039,30259297.804085962
1514,0.0,0.0,1000.0,0.0,0.0,0.0,8091.720489451062,100.8154039,30259297.804085962
1515,0.0,0.0,1000.0,0.0,0.0,0.0,7052.651495269849,100.8154039,30259297.804085962
1516,0.0,0.0,1000.0,0.0,0.0,0.0,6013.582501088636,100.8154039,30259297.804085962
1517,0.0,0.0,1000.0,0.0,0.0,0.0,4974.513506907422,100.8154039,30259297.804085962
1518,0.0,0.0,1000.0,0.0,0.0,0.0,3935.4445127262084,100.8154039,30259297.804085962
1519,0.0,0.0,1000.0,0.0,0.0,0.0,2896.3755185449945,97.88740393,30259297.804085962
1520,0.0,0.0,1000.0,0.0,0.0,0.0,1857.3065243637811,97.88740393,30259297.804085962
1521,0.0,295.92357558347487,704.0764244165251,295.92357558347487,0.0,0.0,1125.7225422185968,97.88740393,30259297.804085962
1522,0.0,2472.2250105249964,0.0,2472.2250105249896,1000.0,472.2250105249964,1580.1918923478534,97.88740393,30259297.804085962
1523,0.0,4196.777458692208,0.0,4196.77745869224,1000.0,2196.777458692208,3694.3705185932345,97.88740393,30259297.804085962
1524,0.0,5071.465868563566,0.0,5071.465868563562,1000.0,3071.465868563566,6650.34927049881,97.88740393,30259297.804085962
1525,0.0,5492.075241258312,0.0,5650.657689731538,1000.0,3492.0752412583124,10011.12248268581,97.88740393,30259297.804085962
1526,0.0,5140.483072372382,0.0,5140.483072372379,1000.0,3140.4830723723817,13033.523391536992,100.8154039,30259297.804085962
1527,0.0,5915.405510376691,0.0,5915.405510376687,1000.0,3915.405510376691,16801.70965472352,101.2304039,30259297.804085962
1528,0.0,5324.780007040036,0.0,5324.780007040068,1000.0,3324.7800070400363,20001.47793349885,101.2304039,30259297.804085962
1529,0.0,3441.4488452353444,0.0,3441.4488452353726,1000.0,1441.4488452353444,21388.728302153344,104.2304039,30259297.804085962
1530,0.0,2000.0,0.0,2480.69352543144,1000.0,0.0,21388.72830215334,104.2304039,30259297.804085962
1531,0.0,1129.1589678617838,870.8410321382162,1129.1589678617838,1000.0,0.0,20483.864386797744,115.2304039,30259297.804085962
1532,0.0,0.0,2000.0,0.0,1000.0,0.0,18405.726398435316,115.2304039,30259297.804085962
1533,0.0,0.0,2000.0,0.0,1000.0,0.0,16327.588410072887,115.2304039,30259297.804085962
1534,0.0,0.0,2000.0,0.0,1000.0,0.0,14249.45042171046,115.2304039,30259297.804085962
